ID,NAME,SERIAL,MANUFACTURER,MODEL,TYPE,CPU,RAM_MB,DISK_GB,OS,DOMAIN,LOCATION,BUILDING,ROOM,MACADDR,PURCHASE_DATE,WARRANTY_END
5071392,OptiPlex 7060,DL637Y8ZR6,Dell,OPTIPLEX-RB-0500,Desktop,Intel Core i5-10400,8192,512,Windows 11 Pro,WORKGROUP,Rambouillet,GEII,Bureau 207,02:00:00:31:99:53,2018-06-16,2022-06-15
9126814,OptiPlex 7070,DLUUPYYWHF,Dell,OPTIPLEX-VZ-0501,Desktop,Intel Core i5-8250U,8192,256,Windows 10 Pro,PEDA.UVSQ,Vélizy,GEII,Salle 128,02:00:00:10:BE:FA,2019-03-20,2024-03-18
9452298,OptiPlex 9020,DL7PWAKGBH,Dell,OPTIPLEX-RB-0502,Desktop,Intel Core i7-8700,4096,256,Windows 11 Edu,PEDA.UVSQ,Rambouillet,Bâtiment A,Salle 141,02:00:00:6F:8A:ED,2022-02-21,2025-02-20
3851457,OptiPlex 7070,DLWTAG5NAV,Dell,OPTIPLEX-VZ-0503,Desktop,Intel Core i7-8650U,8192,512,Windows 11 Pro,ADM.UVSQ,Vélizy,MMI,Salle 144,02:00:00:44:6C:23,2024-09-13,2027-09-13
5871769,OptiPlex 7070,DLNYDPF38Y,Dell,OPTIPLEX-RB-0504,Desktop,Intel Core i5-8250U,32768,1024,Windows 11 Edu,WORKGROUP,Rambouillet,Bâtiment B,Bureau 209,02:00:00:13:07:44,2019-06-07,2023-06-06
1930865,OptiPlex 7070,DL6FRVFWHV,Dell,OPTIPLEX-RB-0505,Desktop,Intel Core i7-8700,32768,1024,Windows 11 Pro,ADM.UVSQ,Rambouillet,Bâtiment B,Salle 154,02:00:00:49:07:2F,2020-12-14,2025-12-13
7134432,OptiPlex 9020,DL83T2C4Z3,Dell,OPTIPLEX-VZ-0506,Desktop,Intel Core i5-8250U,32768,1024,Windows 10 Edu,WORKGROUP,Vélizy,GEII,Bureau 217,02:00:00:7C:81:E1,2023-07-11,2028-07-09
8046906,ProOne 600 G5 AiO,HPYFBQVUZL,HP,PROONE-RB-0507,AiO,Intel Core i5-8250U,16384,256,Windows 11 Pro,WORKGROUP,Rambouillet,Bâtiment A,Salle 136,02:00:00:30:46:08,2020-09-29,2023-09-29
4105971,OptiPlex 9020,DLSYGABXZ6,Dell,OPTIPLEX-VZ-0508,Desktop,Intel Core i7-8650U,32768,1024,Windows 11 Pro,PEDA.UVSQ,Vélizy,INFO,Salle 144,02:00:00:74:4A:F2,2018-01-28,2022-01-27
8487739,ProDesk 600 G3,HPJSTTWRPB,HP,PRODESK-VZ-0509,Desktop,Intel Core i7-8700,4096,1024,Windows 11 Pro,WORKGROUP,Vélizy,Bâtiment A,Bureau 211,02:00:00:04:85:21,2018-07-09,2021-07-08
2847902,ThinkCentre M720,LN42445TFB,Lenovo,THINKCENTRE-VZ-0510,Desktop,Intel Core i7-8650U,8192,1024,Windows 11 Pro,PEDA.UVSQ,Vélizy,R&T,Salle 135,02:00:00:67:9B:0C,2020-07-23,2024-07-22
8408391,ProOne 600 G5 AiO,HP74Z5GQB6,HP,PROONE-RB-0511,AiO,Intel Core i7-8650U,32768,256,Windows 11 Pro,ADM.UVSQ,Rambouillet,INFO,Salle 132,02:00:00:06:0A:AC,2020-02-12,2025-02-10
7580911,All-in-One 24-df,HPXVD8DJ43,HP,ALLINONE-VZ-0512,AiO,Intel Core i5-8250U,4096,512,Windows 11 Pro,PEDA.UVSQ,Vélizy,Bâtiment A,Bureau 207,02:00:00:13:63:2A,2023-05-20,2028-05-18
6569470,OptiPlex 9020,DLFSKSUWKR,Dell,OPTIPLEX-VZ-0513,Desktop,Intel Core i7-8700,4096,256,Windows 10 Edu,ADM.UVSQ,Vélizy,MMI,Salle 141,02:00:00:7E:99:D3,2020-04-26,2025-04-25
5428545,OptiPlex 7070,DLHU7JM8HZ,Dell,OPTIPLEX-VZ-0514,Desktop,Intel Core i5-10400,8192,256,Windows 11 Edu,ADM.UVSQ,Vélizy,Bâtiment B,Salle 152,02:00:00:4E:44:76,2024-03-22,2029-03-21
3966789,OptiPlex 7070,DL26HJ3PEC,Dell,OPTIPLEX-RB-0515,Desktop,Intel Core i5-8250U,32768,256,Windows 10 Edu,PEDA.UVSQ,Rambouillet,GEII,Salle 151,02:00:00:20:9A:4A,2022-04-28,2026-04-27
8490950,ProOne 600 G5 AiO,HPN5726Z8X,HP,PROONE-VZ-0516,AiO,Intel Core i5-7500,8192,1024,Windows 10 Edu,PEDA.UVSQ,Vélizy,Bâtiment A,Salle 133,02:00:00:61:A9:1E,2019-09-29,2024-09-27
5636170,Latitude 5490,DLQ4TXLLU3,Dell,LATITUDE-RB-0517,Laptop,Intel Core i5-7500,32768,1024,Windows 10 Pro,WORKGROUP,Rambouillet,Bâtiment B,Bureau 215,02:00:00:7C:1C:12,2022-10-21,2025-10-20
4864133,Latitude 5490,DLESFV464W,Dell,LATITUDE-VZ-0518,Laptop,Intel Core i7-8650U,8192,256,Windows 11 Edu,ADM.UVSQ,Vélizy,Bâtiment B,Bureau 205,02:00:00:3C:62:B8,2017-05-28,2021-05-27
6282222,ProOne 600 G5 AiO,HPWGXEUHEB,HP,PROONE-VZ-0519,AiO,Intel Core i5-7500,32768,256,Windows 10 Edu,ADM.UVSQ,Vélizy,GEII,Salle 139,02:00:00:55:78:CF,2023-01-20,2026-01-19
4533764,ThinkPad T480,LN8GEN7EHS,Lenovo,THINKPAD-VZ-0520,Laptop,Intel Core i7-8650U,8192,512,Windows 10 Pro,WORKGROUP,Vélizy,Bâtiment A,Salle 127,02:00:00:0A:21:71,2018-07-07,2022-07-06
1733437,ProOne 600 G5 AiO,HPB92L9CEE,HP,PROONE-RB-0521,AiO,Intel Core i7-8650U,8192,512,Windows 10 Pro,PEDA.UVSQ,Rambouillet,MMI,Bureau 219,02:00:00:45:7D:6E,2023-12-23,2026-12-22
2241587,OptiPlex 7070,DLGAKDALTV,Dell,OPTIPLEX-VZ-0522,Desktop,Intel Core i5-8250U,16384,256,Windows 11 Pro,WORKGROUP,Vélizy,Bâtiment B,Bureau 216,02:00:00:57:08:D7,2023-02-13,2026-02-12
6138689,EliteDesk 800 G3,HP8C53CKBY,HP,ELITEDESK-VZ-0523,Desktop,Intel Core i5-8250U,16384,512,Windows 11 Pro,WORKGROUP,Vélizy,R&T,Salle 124,02:00:00:14:0C:7B,2017-02-22,2021-02-21
7935854,ProOne 600 G5 AiO,HP8VK64M5Z,HP,PROONE-RB-0524,AiO,Intel Core i5-6500,16384,512,Windows 10 Pro,PEDA.UVSQ,Rambouillet,Bâtiment A,Salle 154,02:00:00:6A:7C:67,2018-02-20,2022-02-19
2386076,OptiPlex 7060,DLYYFQTUMT,Dell,OPTIPLEX-RB-0525,Desktop,Intel Core i5-7500,16384,512,Windows 10 Pro,ADM.UVSQ,Rambouillet,R&T,Salle 130,02:00:00:40:64:DB,2017-02-08,2020-02-08
2246972,ThinkCentre M910,LND2TXSYX6,Lenovo,THINKCENTRE-RB-0526,Desktop,Intel Core i5-6500,8192,512,Windows 11 Pro,PEDA.UVSQ,Rambouillet,GEII,Salle 126,02:00:00:3E:6C:D1,2022-07-24,2025-07-23
6946779,OptiPlex 7070,DL3X863G4U,Dell,OPTIPLEX-VZ-0527,Desktop,Intel Core i5-10400,32768,1024,Windows 11 Pro,PEDA.UVSQ,Vélizy,MMI,Salle 113,02:00:00:42:A0:D0,2017-05-12,2022-05-11
9199247,All-in-One 24-df,HPKGX3J667,HP,ALLINONE-RB-0528,AiO,Intel Core i5-6500,8192,512,Windows 11 Edu,PEDA.UVSQ,Rambouillet,INFO,Bureau 220,02:00:00:05:9F:88,2018-07-07,2023-07-06
3877543,OptiPlex 7070,DLP3N7ZRNE,Dell,OPTIPLEX-RB-0529,Desktop,Intel Core i5-8250U,16384,1024,Windows 11 Edu,WORKGROUP,Rambouillet,Bâtiment A,Bureau 218,02:00:00:71:8C:05,2021-09-20,2026-09-19
6684877,EliteDesk 800 G3,HPJPM4T2G8,HP,ELITEDESK-RB-0530,Desktop,Intel Core i5-8250U,16384,256,Windows 11 Edu,ADM.UVSQ,Rambouillet,Bâtiment B,Salle 130,02:00:00:18:E3:C5,2019-03-23,2023-03-22
1352803,OptiPlex 7060,DLR3GQ7DG9,Dell,OPTIPLEX-VZ-0531,Desktop,Intel Core i7-8700,16384,512,Windows 10 Edu,ADM.UVSQ,Vélizy,MMI,Salle 104,02:00:00:14:59:2E,2023-12-20,2027-12-19
9844467,ThinkCentre M910,LNMTEKVF29,Lenovo,THINKCENTRE-VZ-0532,Desktop,Intel Core i5-8250U,8192,256,Windows 10 Pro,PEDA.UVSQ,Vélizy,Bâtiment A,Bureau 220,02:00:00:31:63:3E,2018-06-09,2022-06-08
8081577,ThinkCentre M720,LNAMVPDUAA,Lenovo,THINKCENTRE-VZ-0533,Desktop,Intel Core i5-7500,8192,512,Windows 10 Pro,PEDA.UVSQ,Vélizy,R&T,Salle 129,02:00:00:44:CD:B1,2019-01-19,2023-01-18
5343723,OptiPlex 7060,DL2PRQQTTC,Dell,OPTIPLEX-RB-0534,Desktop,Intel Core i5-8250U,4096,512,Windows 11 Pro,ADM.UVSQ,Rambouillet,INFO,Salle 134,02:00:00:11:3F:7F,2022-05-15,2027-05-14
9715799,OptiPlex 7060,DL6SECUAAQ,Dell,OPTIPLEX-RB-0535,Desktop,Intel Core i5-8250U,4096,256,Windows 10 Edu,ADM.UVSQ,Rambouillet,MMI,Bureau 208,02:00:00:29:D9:78,2019-05-13,2024-05-11
8177912,OptiPlex 9020,DL6V6SEXHM,Dell,OPTIPLEX-VZ-0536,Desktop,Intel Core i7-8700,8192,256,Windows 10 Edu,WORKGROUP,Vélizy,INFO,Bureau 207,02:00:00:43:A7:F2,2017-11-04,2021-11-03
2578547,ProDesk 600 G3,HPRWNYMNNR,HP,PRODESK-RB-0537,Desktop,Intel Core i5-10400,16384,256,Windows 10 Pro,PEDA.UVSQ,Rambouillet,INFO,Salle 127,02:00:00:5D:C6:C8,2023-02-25,2028-02-24
6533619,All-in-One 24-df,HPQ72RWCLF,HP,ALLINONE-RB-0538,AiO,Intel Core i7-8650U,16384,1024,Windows 10 Edu,ADM.UVSQ,Rambouillet,Bâtiment B,Salle 114,02:00:00:62:36:7B,2022-08-18,2025-08-17
7631486,All-in-One 24-df,HPDYNSAVCC,HP,ALLINONE-RB-0539,AiO,Intel Core i7-8650U,8192,256,Windows 11 Pro,ADM.UVSQ,Rambouillet,R&T,Bureau 215,02:00:00:34:B8:E6,2024-07-24,2028-07-23
5389878,ProOne 600 G5 AiO,HP8GSYEMPA,HP,PROONE-VZ-0540,AiO,Intel Core i7-8700,8192,256,Windows 10 Pro,ADM.UVSQ,Vélizy,Bâtiment B,Salle 120,02:00:00:67:74:A1,2024-02-18,2027-02-17
3845838,ProDesk 600 G3,HP73CZ72BZ,HP,PRODESK-VZ-0541,Desktop,Intel Core i7-8650U,8192,256,Windows 10 Edu,PEDA.UVSQ,Vélizy,Bâtiment A,Salle 134,02:00:00:2A:5A:5C,2024-09-25,2029-09-24
5014507,ProDesk 600 G3,HPXYH7Y6JT,HP,PRODESK-RB-0542,Desktop,Intel Core i5-6500,32768,1024,Windows 11 Pro,WORKGROUP,Rambouillet,MMI,Bureau 227,02:00:00:3D:FA:69,2019-11-24,2024-11-22
8247407,OptiPlex 7060,DLNNW546UG,Dell,OPTIPLEX-RB-0543,Desktop,Intel Core i5-10400,4096,512,Windows 11 Edu,ADM.UVSQ,Rambouillet,Bâtiment B,Salle 134,02:00:00:32:BB:8F,2024-09-19,2029-09-18
9685995,OptiPlex 9020,DLLRSW22JM,Dell,OPTIPLEX-VZ-0544,Desktop,Intel Core i5-6500,32768,256,Windows 11 Edu,ADM.UVSQ,Vélizy,R&T,Salle 112,02:00:00:40:7D:1E,2018-04-25,2023-04-24
3555254,OptiPlex 7070,DLSWHCM3DQ,Dell,OPTIPLEX-VZ-0545,Desktop,Intel Core i7-8650U,16384,512,Windows 11 Edu,WORKGROUP,Vélizy,MMI,Salle 120,02:00:00:2C:0B:59,2021-07-18,2024-07-17
7454340,OptiPlex 7070,DL3ZM3KJP4,Dell,OPTIPLEX-RB-0546,Desktop,Intel Core i5-8250U,16384,512,Windows 10 Edu,ADM.UVSQ,Rambouillet,Bâtiment A,Bureau 228,02:00:00:1B:D6:74,2022-06-18,2027-06-17
7246994,OptiPlex 7050,DL989J5FX2,Dell,OPTIPLEX-RB-0547,Desktop,Intel Core i7-8650U,32768,256,Windows 10 Edu,PEDA.UVSQ,Rambouillet,Bâtiment A,Bureau 214,02:00:00:74:04:03,2024-04-09,2029-04-08
9131345,OptiPlex 7050,DLVVKZ3ETK,Dell,OPTIPLEX-RB-0548,Desktop,Intel Core i7-8700,4096,512,Windows 10 Edu,ADM.UVSQ,Rambouillet,GEII,Salle 156,02:00:00:28:6A:B2,2023-07-03,2028-07-01
2534677,OptiPlex 7050,DLZ7TNYTDA,Dell,OPTIPLEX-VZ-0549,Desktop,Intel Core i5-8250U,8192,256,Windows 10 Edu,ADM.UVSQ,Vélizy,MMI,Salle 155,02:00:00:08:AC:B1,2020-09-18,2024-09-17
3459844,OptiPlex 7050,DL6XNES2HR,Dell,OPTIPLEX-RB-0550,Desktop,Intel Core i5-8250U,32768,512,Windows 11 Edu,ADM.UVSQ,Rambouillet,Bâtiment A,Salle 130,02:00:00:63:CF:C9,2021-04-17,2024-04-16
2281870,OptiPlex 7070,DL4E53DSQ7,Dell,OPTIPLEX-RB-0551,Desktop,Intel Core i5-10400,4096,512,Windows 10 Edu,WORKGROUP,Rambouillet,GEII,Salle 157,02:00:00:78:2C:75,2017-07-03,2020-07-02
5117511,ProOne 600 G5 AiO,HP7E9RFG6U,HP,PROONE-RB-0552,AiO,Intel Core i5-6500,16384,256,Windows 11 Pro,PEDA.UVSQ,Rambouillet,MMI,Bureau 228,02:00:00:42:29:6C,2020-02-18,2023-02-17
1075232,EliteDesk 800 G3,HPC9MNB9RY,HP,ELITEDESK-RB-0553,Desktop,Intel Core i7-8650U,4096,256,Windows 11 Pro,PEDA.UVSQ,Rambouillet,Bâtiment B,Salle 146,02:00:00:79:CD:D4,2019-10-01,2024-09-29
8222835,ProDesk 400 G4,HPR9RAMWH9,HP,PRODESK-VZ-0554,Desktop,Intel Core i5-6500,8192,256,Windows 10 Pro,WORKGROUP,Vélizy,Bâtiment B,Salle 138,02:00:00:20:C7:F8,2018-02-06,2022-02-05
7773760,ThinkCentre M720,LN29MVGPYS,Lenovo,THINKCENTRE-RB-0555,Desktop,Intel Core i5-8250U,32768,512,Windows 10 Edu,PEDA.UVSQ,Rambouillet,R&T,Bureau 223,02:00:00:45:8D:AB,2023-08-29,2027-08-28
9492572,OptiPlex 7070,DLGHRJQDH8,Dell,OPTIPLEX-VZ-0556,Desktop,Intel Core i5-6500,16384,512,Windows 10 Pro,WORKGROUP,Vélizy,GEII,Bureau 217,02:00:00:53:78:AA,2024-03-01,2029-02-28
5312052,OptiPlex 9020,DL8DFLTAKD,Dell,OPTIPLEX-VZ-0557,Desktop,Intel Core i5-8250U,32768,512,Windows 11 Edu,WORKGROUP,Vélizy,GEII,Bureau 203,02:00:00:01:6A:05,2017-03-30,2020-03-29
9494088,OptiPlex 7070,DLQYURWQU3,Dell,OPTIPLEX-VZ-0558,Desktop,Intel Core i5-6500,4096,512,Windows 11 Pro,WORKGROUP,Vélizy,R&T,Bureau 218,02:00:00:7C:42:3D,2021-02-09,2025-02-08
4521795,ThinkPad T480,LNU9MXTBVT,Lenovo,THINKPAD-VZ-0559,Laptop,Intel Core i7-8700,32768,1024,Windows 10 Pro,PEDA.UVSQ,Vélizy,INFO,Bureau 205,02:00:00:38:9F:5D,2017-05-05,2022-05-04
2652746,ProOne 600 G5 AiO,HPRL7SQYLJ,HP,PROONE-RB-0560,AiO,Intel Core i5-6500,32768,512,Windows 10 Edu,WORKGROUP,Rambouillet,INFO,Bureau 210,02:00:00:27:A8:64,2018-07-10,2023-07-09
8559630,EliteDesk 800 G3,HPFS52G93F,HP,ELITEDESK-RB-0561,Desktop,Intel Core i5-8250U,16384,512,Windows 10 Pro,PEDA.UVSQ,Rambouillet,GEII,Bureau 203,02:00:00:34:71:BB,2019-11-05,2024-11-03
7514822,OptiPlex 9020,DLUZQHEY8B,Dell,OPTIPLEX-RB-0562,Desktop,Intel Core i7-8700,32768,512,Windows 11 Pro,PEDA.UVSQ,Rambouillet,Bâtiment B,Salle 103,02:00:00:31:F8:66,2022-11-08,2026-11-07
2542674,ProDesk 600 G3,HPQ9USSSXB,HP,PRODESK-VZ-0563,Desktop,Intel Core i7-8650U,4096,1024,Windows 11 Pro,ADM.UVSQ,Vélizy,R&T,Salle 159,02:00:00:5B:35:F0,2019-05-13,2023-05-12
6031184,Latitude 5490,DL7UZCY3JH,Dell,LATITUDE-RB-0564,Laptop,Intel Core i5-7500,16384,256,Windows 10 Edu,PEDA.UVSQ,Rambouillet,R&T,Bureau 207,02:00:00:13:11:1E,2020-10-10,2025-10-09
6805137,OptiPlex 7070,DLWXF7M8WM,Dell,OPTIPLEX-VZ-0565,Desktop,Intel Core i5-6500,4096,256,Windows 11 Pro,ADM.UVSQ,Vélizy,R&T,Bureau 211,02:00:00:4A:26:01,2021-12-11,2025-12-10
6600113,OptiPlex 7050,DL99E4RH7B,Dell,OPTIPLEX-RB-0566,Desktop,Intel Core i7-8650U,32768,256,Windows 11 Pro,ADM.UVSQ,Rambouillet,INFO,Salle 128,02:00:00:10:02:89,2018-10-24,2023-10-23
9573386,OptiPlex 9020,DLR3GFJV6Q,Dell,OPTIPLEX-RB-0567,Desktop,Intel Core i7-8650U,8192,1024,Windows 10 Pro,ADM.UVSQ,Rambouillet,MMI,Salle 103,02:00:00:55:2E:F9,2023-12-21,2028-12-19
2703036,OptiPlex 7050,DL43W46F2B,Dell,OPTIPLEX-VZ-0568,Desktop,Intel Core i7-8700,4096,256,Windows 10 Edu,ADM.UVSQ,Vélizy,Bâtiment B,Salle 108,02:00:00:6B:61:1C,2019-06-21,2023-06-20
5097510,ThinkPad T480,LNBHKJR3ST,Lenovo,THINKPAD-VZ-0569,Laptop,Intel Core i5-6500,16384,1024,Windows 11 Pro,ADM.UVSQ,Vélizy,GEII,Bureau 212,02:00:00:7A:5B:8D,2018-09-17,2021-09-16
8538868,OptiPlex 9020,DLTQMAJTCM,Dell,OPTIPLEX-RB-0570,Desktop,Intel Core i5-7500,8192,256,Windows 10 Pro,PEDA.UVSQ,Rambouillet,R&T,Salle 136,02:00:00:15:F0:A0,2019-08-16,2023-08-15
1391155,OptiPlex 7050,DLR52BYFYN,Dell,OPTIPLEX-VZ-0571,Desktop,Intel Core i7-8650U,32768,512,Windows 11 Pro,ADM.UVSQ,Vélizy,INFO,Salle 136,02:00:00:2C:39:B4,2018-10-18,2023-10-17
8792863,OptiPlex 7050,DLVBKLJYJM,Dell,OPTIPLEX-VZ-0572,Desktop,Intel Core i5-6500,32768,256,Windows 10 Edu,PEDA.UVSQ,Vélizy,INFO,Salle 115,02:00:00:3F:E2:65,2022-10-06,2026-10-05
3952387,OptiPlex 7060,DLQV99796K,Dell,OPTIPLEX-VZ-0573,Desktop,Intel Core i5-10400,16384,512,Windows 11 Edu,WORKGROUP,Vélizy,R&T,Salle 158,02:00:00:2D:E0:97,2021-08-12,2025-08-11
4156659,OptiPlex 7050,DLVVPSRBLX,Dell,OPTIPLEX-VZ-0574,Desktop,Intel Core i5-6500,16384,1024,Windows 11 Pro,ADM.UVSQ,Vélizy,INFO,Salle 142,02:00:00:10:3F:F1,2019-12-17,2022-12-16
8535316,OptiPlex 7060,DLGSEH2QWM,Dell,OPTIPLEX-RB-0575,Desktop,Intel Core i5-8250U,8192,1024,Windows 10 Pro,ADM.UVSQ,Rambouillet,GEII,Salle 122,02:00:00:03:C2:25,2020-05-25,2025-05-24
2946498,OptiPlex 7070,DLM7TC5HNQ,Dell,OPTIPLEX-VZ-0576,Desktop,Intel Core i5-8250U,32768,512,Windows 10 Edu,ADM.UVSQ,Vélizy,Bâtiment B,Salle 138,02:00:00:39:E3:FA,2024-10-29,2029-10-28
2594427,OptiPlex 7060,DL44TG4CFY,Dell,OPTIPLEX-RB-0577,Desktop,Intel Core i5-7500,8192,1024,Windows 11 Pro,ADM.UVSQ,Rambouillet,GEII,Salle 118,02:00:00:4F:23:7C,2023-08-21,2028-08-19
3246188,All-in-One 24-df,HPU8F8VEYU,HP,ALLINONE-RB-0578,AiO,Intel Core i5-7500,32768,512,Windows 10 Pro,PEDA.UVSQ,Rambouillet,MMI,Salle 116,02:00:00:3A:00:12,2022-12-10,2027-12-09
4666429,OptiPlex 7060,DLYHM4K3XW,Dell,OPTIPLEX-VZ-0579,Desktop,Intel Core i5-10400,4096,256,Windows 11 Pro,WORKGROUP,Vélizy,GEII,Bureau 221,02:00:00:11:EE:70,2019-12-14,2022-12-13
1283424,Latitude 5490,DLG3QKTUFF,Dell,LATITUDE-VZ-0580,Laptop,Intel Core i7-8650U,8192,1024,Windows 10 Edu,PEDA.UVSQ,Vélizy,INFO,Bureau 210,02:00:00:45:2F:61,2018-07-27,2022-07-26
9130258,All-in-One 24-df,HPYJ43EDG7,HP,ALLINONE-RB-0581,AiO,Intel Core i5-6500,16384,1024,Windows 10 Pro,ADM.UVSQ,Rambouillet,INFO,Bureau 215,02:00:00:5A:C5:FB,2019-03-06,2023-03-05
7915928,OptiPlex 9020,DLSC9EG28V,Dell,OPTIPLEX-VZ-0582,Desktop,Intel Core i5-6500,16384,256,Windows 10 Pro,ADM.UVSQ,Vélizy,Bâtiment A,Salle 148,02:00:00:00:D9:9A,2023-09-26,2028-09-24
7747220,OptiPlex 7050,DLSFYGWN99,Dell,OPTIPLEX-RB-0583,Desktop,Intel Core i7-8700,4096,1024,Windows 10 Edu,WORKGROUP,Rambouillet,MMI,Salle 126,02:00:00:48:A8:B1,2022-10-25,2027-10-24
2458693,ProOne 600 G5 AiO,HPXG5WRW3G,HP,PROONE-RB-0584,AiO,Intel Core i5-8250U,32768,512,Windows 10 Pro,PEDA.UVSQ,Rambouillet,Bâtiment B,Bureau 221,02:00:00:2D:ED:47,2023-04-12,2027-04-11
8585081,EliteDesk 800 G3,HP5NMZJ3LE,HP,ELITEDESK-VZ-0585,Desktop,Intel Core i7-8650U,32768,512,Windows 11 Edu,WORKGROUP,Vélizy,MMI,Salle 129,02:00:00:6D:06:31,2017-11-19,2022-11-18
5952790,OptiPlex 7070,DLDBYTWZWU,Dell,OPTIPLEX-VZ-0586,Desktop,Intel Core i5-8250U,32768,256,Windows 10 Edu,WORKGROUP,Vélizy,GEII,Salle 124,02:00:00:2F:FF:61,2023-08-15,2028-08-13
1028394,OptiPlex 7050,DLY3XAJRAE,Dell,OPTIPLEX-RB-0587,Desktop,Intel Core i5-6500,4096,512,Windows 11 Edu,ADM.UVSQ,Rambouillet,INFO,Bureau 220,02:00:00:03:29:FD,2024-06-10,2029-06-09
8741219,OptiPlex 7060,DL72ZQSPH7,Dell,OPTIPLEX-VZ-0588,Desktop,Intel Core i5-7500,8192,512,Windows 11 Edu,WORKGROUP,Vélizy,Bâtiment B,Bureau 218,02:00:00:73:52:68,2018-06-13,2021-06-12
9129315,Latitude 5490,DL4YMHJC92,Dell,LATITUDE-RB-0589,Laptop,Intel Core i7-8650U,4096,1024,Windows 10 Edu,ADM.UVSQ,Rambouillet,MMI,Bureau 202,02:00:00:75:B9:B4,2018-01-19,2022-01-18
2802826,OptiPlex 7070,DLB8T3FAML,Dell,OPTIPLEX-VZ-0590,Desktop,Intel Core i7-8700,32768,256,Windows 11 Edu,PEDA.UVSQ,Vélizy,Bâtiment A,Salle 122,02:00:00:0C:35:52,2017-05-08,2022-05-07
6739187,EliteDesk 800 G3,HPZAMB7N3S,HP,ELITEDESK-RB-0591,Desktop,Intel Core i7-8650U,8192,1024,Windows 10 Edu,PEDA.UVSQ,Rambouillet,R&T,Salle 143,02:00:00:3E:30:11,2023-03-30,2027-03-29
6147140,OptiPlex 7050,DLADCZWATG,Dell,OPTIPLEX-VZ-0592,Desktop,Intel Core i5-8250U,16384,512,Windows 10 Pro,WORKGROUP,Vélizy,INFO,Salle 132,02:00:00:27:CF:E8,2019-11-05,2022-11-04
2426051,Latitude 5490,DLX432PNMV,Dell,LATITUDE-RB-0593,Laptop,Intel Core i7-8650U,4096,512,Windows 11 Pro,PEDA.UVSQ,Rambouillet,INFO,Salle 148,02:00:00:49:70:0A,2024-10-23,2029-10-22
9516188,OptiPlex 7050,DLZNK4D7TA,Dell,OPTIPLEX-VZ-0594,Desktop,Intel Core i7-8650U,8192,1024,Windows 10 Pro,WORKGROUP,Vélizy,Bâtiment A,Salle 142,02:00:00:49:4D:1F,2023-07-18,2027-07-17
7300082,OptiPlex 7050,DLJGVDGNBU,Dell,OPTIPLEX-VZ-0595,Desktop,Intel Core i7-8650U,32768,256,Windows 11 Pro,PEDA.UVSQ,Vélizy,MMI,Salle 116,02:00:00:10:50:20,2023-07-08,2028-07-06
3147278,ProDesk 400 G4,HPCTWJ6FAL,HP,PRODESK-VZ-0596,Desktop,Intel Core i5-10400,4096,512,Windows 11 Edu,ADM.UVSQ,Vélizy,Bâtiment A,Salle 106,02:00:00:2A:71:1C,2021-03-09,2025-03-08
7413852,ThinkCentre M910,LNFR9D5VC9,Lenovo,THINKCENTRE-VZ-0597,Desktop,Intel Core i7-8700,4096,512,Windows 11 Edu,WORKGROUP,Vélizy,Bâtiment A,Bureau 213,02:00:00:5F:DF:D4,2024-08-22,2028-08-21
1212183,OptiPlex 9020,DLSENNA4DQ,Dell,OPTIPLEX-VZ-0598,Desktop,Intel Core i5-10400,32768,256,Windows 10 Edu,PEDA.UVSQ,Vélizy,R&T,Salle 144,02:00:00:28:45:DE,2021-07-01,2024-06-30
5221526,OptiPlex 9020,DLPRJXSJ6T,Dell,OPTIPLEX-RB-0599,Desktop,Intel Core i5-10400,8192,512,Windows 11 Pro,ADM.UVSQ,Rambouillet,Bâtiment A,Bureau 203,02:00:00:4C:06:08,2022-03-28,2025-03-27
9762847,ThinkCentre M910,LNEGC9KDC3,Lenovo,THINKCENTRE-VZ-0600,Desktop,Intel Core i5-10400,8192,1024,Windows 10 Pro,WORKGROUP,Vélizy,MMI,Salle 152,02:00:00:63:B3:35,2018-04-12,2021-04-11
1704109,ThinkPad T480,LN9PR9KRC2,Lenovo,THINKPAD-RB-0601,Laptop,Intel Core i5-8250U,16384,1024,Windows 10 Pro,WORKGROUP,Rambouillet,GEII,Bureau 208,02:00:00:3C:5B:7D,2021-07-30,2025-07-29
6958923,OptiPlex 7070,DLF2CADTF3,Dell,OPTIPLEX-RB-0602,Desktop,Intel Core i5-6500,8192,512,Windows 10 Edu,PEDA.UVSQ,Rambouillet,GEII,Salle 113,02:00:00:38:59:89,2022-06-14,2026-06-13
6341384,Latitude 5490,DLAVUGJ48A,Dell,LATITUDE-RB-0603,Laptop,Intel Core i7-8700,16384,256,Windows 11 Edu,PEDA.UVSQ,Rambouillet,MMI,Salle 123,02:00:00:31:30:E8,2024-06-13,2029-06-12
1332960,OptiPlex 7060,DLCMDL5GZ2,Dell,OPTIPLEX-VZ-0604,Desktop,Intel Core i5-8250U,32768,512,Windows 11 Pro,ADM.UVSQ,Vélizy,Bâtiment B,Bureau 219,02:00:00:41:B0:94,2023-12-26,2027-12-25
6907536,Latitude 5490,DLWHEAGV8P,Dell,LATITUDE-RB-0605,Laptop,Intel Core i7-8650U,16384,1024,Windows 10 Pro,PEDA.UVSQ,Rambouillet,INFO,Bureau 224,02:00:00:7E:63:97,2022-07-07,2027-07-06
